cand_id,rec_id,job_role,source,score,application,screening,interview,offer,hired
C1753,R3,Data Analyst,Job board,40,1,1,0,0,0
C1754,R2,Marketing Associate,Job board,45,1,1,0,0,0
C1755,R5,Data Analyst,Job board,66,1,1,1,0,0
C1756,R2,Marketing Associate,LinkedIn,65,1,1,0,0,0
C1757,R5,HR Specialist,Job board,62,1,1,0,0,0
C1758,R4,HR Specialist,LinkedIn,76,1,1,1,0,0
C1759,R4,Software Engineer,Careers page,56,1,1,1,1,0
C1760,R5,Data Analyst,LinkedIn,62,1,1,0,0,0
C1761,R3,Data Analyst,Job board,48,1,1,1,0,0
C1762,R1,HR Specialist,LinkedIn,74,1,1,1,0,0
C1763,R1,Data Analyst,LinkedIn,56,1,0,0,0,0
C1764,R2,HR Specialist,LinkedIn,59,1,0,0,0,0
C1765,R4,Data Analyst,Job board,72,1,1,1,0,0
C1766,R5,Software Engineer,Job board,44,1,0,0,0,0
C1767,R5,Marketing Associate,LinkedIn,66,1,1,1,0,0
C1768,R4,HR Specialist,Job board,89,1,1,1,0,0
C1769,R3,Data Analyst,LinkedIn,57,1,1,0,0,0
C1770,R5,Marketing Associate,LinkedIn,61,1,1,0,0,0
C1771,R3,HR Specialist,Careers page,71,1,1,0,0,0
C1772,R2,Software Engineer,Careers page,43,1,0,0,0,0
C1773,R1,HR Specialist,Job board,34,1,0,0,0,0
C1774,R2,HR Specialist,LinkedIn,78,1,1,1,1,1
C1775,R4,Data Analyst,Job board,41,1,1,0,0,0
C1776,R2,Data Analyst,Job board,70,1,1,0,0,0
C1777,R1,HR Specialist,LinkedIn,66,1,1,0,0,0
C1778,R4,Data Analyst,Job board,57,1,1,0,0,0
C1779,R3,Data Analyst,Job board,41,1,1,0,0,0
C1780,R2,Data Analyst,Careers page,84,1,1,0,0,0
C1781,R1,Software Engineer,LinkedIn,58,1,1,0,0,0
C1782,R4,Software Engineer,Careers page,42,1,1,0,0,0
C1783,R3,Data Analyst,LinkedIn,61,1,0,0,0,0
C1784,R2,Software Engineer,Careers page,71,1,1,1,0,0
C1785,R1,Data Analyst,Careers page,72,1,1,0,0,0
C1786,R1,HR Specialist,LinkedIn,74,1,1,0,0,0
C1787,R5,Data Analyst,Job board,46,1,1,1,1,1
C1788,R4,HR Specialist,Job board,59,1,0,0,0,0
C1789,R3,HR Specialist,LinkedIn,70,1,1,0,0,0
C1790,R5,HR Specialist,LinkedIn,54,1,1,0,0,0
C1791,R4,Data Analyst,LinkedIn,60,1,1,0,0,0
C1792,R1,Data Analyst,LinkedIn,73,1,0,0,0,0
C1793,R2,Data Analyst,LinkedIn,90,1,1,0,0,0
C1794,R5,Data Analyst,Job board,56,1,0,0,0,0
C1795,R4,HR Specialist,Job board,36,1,0,0,0,0
C1796,R4,Data Analyst,Job board,40,1,0,0,0,0
C1797,R3,Data Analyst,Job board,61,1,1,1,0,0
C1798,R5,HR Specialist,LinkedIn,59,1,1,0,0,0
C1799,R2,HR Specialist,LinkedIn,79,1,1,0,0,0
C1800,R2,HR Specialist,Careers page,84,1,1,1,0,0
C1801,R1,HR Specialist,LinkedIn,91,1,1,1,0,0
C1802,R5,Marketing Associate,LinkedIn,92,1,1,0,0,0
C1803,R1,Marketing Associate,Careers page,58,1,1,0,0,0
C1804,R3,Marketing Associate,Careers page,79,1,1,1,0,0
C1805,R2,HR Specialist,LinkedIn,70,1,1,0,0,0
C1806,R1,Software Engineer,Job board,66,1,1,0,0,0
C1807,R5,Marketing Associate,LinkedIn,69,1,1,0,0,0
C1808,R2,Data Analyst,LinkedIn,60,1,0,0,0,0
C1809,R5,HR Specialist,Job board,44,1,1,0,0,0
C1810,R2,Data Analyst,Careers page,51,1,1,1,0,0
C1811,R4,HR Specialist,LinkedIn,73,1,1,0,0,0
C1812,R2,Software Engineer,LinkedIn,59,1,1,0,0,0
C1813,R3,Data Analyst,LinkedIn,38,1,0,0,0,0
C1814,R3,Data Analyst,LinkedIn,52,1,0,0,0,0
C1815,R2,Data Analyst,LinkedIn,83,1,1,1,0,0
C1816,R2,Software Engineer,LinkedIn,73,1,1,1,0,0
C1817,R2,Data Analyst,LinkedIn,68,1,1,1,0,0
C1818,R4,HR Specialist,Job board,53,1,0,0,0,0
C1819,R2,Software Engineer,Job board,63,1,0,0,0,0
C1820,R1,Data Analyst,LinkedIn,88,1,1,1,0,0
C1821,R5,Data Analyst,Careers page,50,1,1,0,0,0
C1822,R4,Data Analyst,LinkedIn,77,1,1,1,1,1
C1823,R1,Software Engineer,Job board,37,1,0,0,0,0
C1824,R5,HR Specialist,Job board,64,1,1,0,0,0
C1825,R2,Data Analyst,Job board,66,1,1,1,1,1
C1826,R5,Data Analyst,LinkedIn,90,1,1,1,0,0
C1827,R1,Data Analyst,LinkedIn,67,1,1,1,1,1
C1828,R5,HR Specialist,Job board,64,1,1,1,0,0
C1829,R3,HR Specialist,LinkedIn,74,1,1,1,0,0
C1830,R3,Data Analyst,Job board,38,1,0,0,0,0
C1831,R5,Data Analyst,LinkedIn,76,1,1,1,1,0
C1832,R2,Marketing Associate,Careers page,57,1,1,0,0,0
C1833,R5,HR Specialist,LinkedIn,60,1,1,1,1,0
C1834,R1,HR Specialist,LinkedIn,65,1,0,0,0,0
C1835,R1,Data Analyst,Job board,61,1,1,0,0,0
C1836,R4,Data Analyst,Job board,62,1,1,0,0,0
C1837,R3,HR Specialist,Job board,36,1,0,0,0,0
C1838,R4,Data Analyst,LinkedIn,70,1,0,0,0,0
C1839,R5,HR Specialist,Job board,68,1,1,0,0,0
C1840,R3,Data Analyst,LinkedIn,61,1,1,0,0,0
C1841,R4,HR Specialist,Careers page,45,1,1,0,0,0
C1842,R2,Marketing Associate,LinkedIn,77,1,1,1,1,1
C1843,R4,Data Analyst,LinkedIn,72,1,1,1,0,0
C1844,R3,Data Analyst,LinkedIn,62,1,1,0,0,0
C1845,R2,Data Analyst,Job board,58,1,1,0,0,0
C1846,R1,HR Specialist,LinkedIn,84,1,1,1,0,0
C1847,R3,Data Analyst,Job board,38,1,0,0,0,0
C1848,R1,HR Specialist,LinkedIn,79,1,1,1,0,0
C1849,R3,Data Analyst,LinkedIn,66,1,1,1,0,0
C1850,R4,Data Analyst,Job board,38,1,0,0,0,0
C1851,R5,Data Analyst,Job board,58,1,0,0,0,0
C1852,R5,HR Specialist,LinkedIn,46,1,1,1,1,1
C1853,R2,HR Specialist,LinkedIn,74,1,1,0,0,0
C1854,R1,Marketing Associate,Job board,58,1,0,0,0,0
C1855,R2,HR Specialist,Job board,44,1,0,0,0,0
C1856,R2,Data Analyst,LinkedIn,79,1,1,0,0,0
C1857,R5,Software Engineer,LinkedIn,69,1,1,1,0,0
C1858,R4,Data Analyst,LinkedIn,67,1,0,0,0,0
C1859,R3,HR Specialist,Job board,55,1,0,0,0,0
C1860,R5,Software Engineer,Job board,69,1,0,0,0,0
C1861,R2,Software Engineer,Careers page,47,1,1,1,0,0
C1862,R3,Data Analyst,LinkedIn,93,1,1,0,0,0
C1863,R1,Data Analyst,Careers page,53,1,1,1,0,0
C1864,R5,HR Specialist,LinkedIn,53,1,1,0,0,0
C1865,R2,Data Analyst,LinkedIn,74,1,1,1,0,0
C1866,R1,Software Engineer,LinkedIn,63,1,1,0,0,0
C1867,R4,Software Engineer,Job board,61,1,0,0,0,0
C1868,R5,HR Specialist,Careers page,70,1,1,1,0,0
C1869,R2,HR Specialist,LinkedIn,61,1,1,0,0,0
C1870,R3,Software Engineer,LinkedIn,78,1,1,1,0,0
C1871,R4,Data Analyst,LinkedIn,44,1,1,1,0,0
C1872,R3,Data Analyst,Careers page,55,1,1,0,0,0
C1873,R4,Data Analyst,LinkedIn,73,1,0,0,0,0
C1874,R4,Software Engineer,LinkedIn,76,1,1,1,0,0
C1875,R1,Software Engineer,Job board,50,1,0,0,0,0
C1876,R5,Software Engineer,LinkedIn,56,1,0,0,0,0
C1877,R4,Data Analyst,LinkedIn,72,1,1,0,0,0
C1878,R1,Data Analyst,Careers page,46,1,1,1,0,0
C1879,R5,HR Specialist,Job board,60,1,0,0,0,0
C1880,R4,Software Engineer,LinkedIn,66,1,1,0,0,0
C1881,R5,HR Specialist,LinkedIn,76,1,1,1,1,1
C1882,R1,Data Analyst,LinkedIn,66,1,0,0,0,0
C1883,R4,Data Analyst,LinkedIn,75,1,1,1,0,0
C1884,R4,Data Analyst,Job board,57,1,1,1,0,0
C1885,R1,Data Analyst,Job board,42,1,0,0,0,0
C1886,R3,HR Specialist,LinkedIn,71,1,1,0,0,0
C1887,R1,HR Specialist,Job board,47,1,0,0,0,0
C1888,R4,HR Specialist,Careers page,41,1,1,1,1,0
C1889,R4,HR Specialist,Job board,74,1,1,1,0,0
C1890,R2,HR Specialist,LinkedIn,58,1,1,0,0,0
C1891,R2,Software Engineer,Job board,63,1,1,0,0,0
C1892,R5,Marketing Associate,LinkedIn,56,1,1,1,1,0
C1893,R4,HR Specialist,LinkedIn,65,1,0,0,0,0
C1894,R3,HR Specialist,LinkedIn,68,1,1,0,0,0
C1895,R5,Data Analyst,Careers page,56,1,0,0,0,0
C1896,R2,Data Analyst,Careers page,65,1,0,0,0,0
C1897,R4,HR Specialist,LinkedIn,63,1,0,0,0,0
C1898,R5,Software Engineer,Job board,72,1,1,1,1,0
C1899,R1,Software Engineer,LinkedIn,80,1,1,1,1,1
C1900,R2,HR Specialist,LinkedIn,68,1,0,0,0,0
C1901,R4,Marketing Associate,Careers page,58,1,1,0,0,0
C1902,R4,Marketing Associate,LinkedIn,72,1,1,1,0,0
C1903,R1,Data Analyst,Careers page,68,1,0,0,0,0
C1904,R5,Data Analyst,Job board,55,1,0,0,0,0
C1905,R2,Data Analyst,Job board,85,1,0,0,0,0
C1906,R2,HR Specialist,LinkedIn,81,1,1,0,0,0
C1907,R2,Software Engineer,Job board,59,1,0,0,0,0
C1908,R3,HR Specialist,LinkedIn,73,1,1,0,0,0
C1909,R2,Software Engineer,Careers page,56,1,1,1,0,0
C1910,R2,Software Engineer,LinkedIn,75,1,1,1,1,0
C1911,R1,Data Analyst,LinkedIn,61,1,0,0,0,0
C1912,R2,Data Analyst,Job board,79,1,1,0,0,0
C1913,R2,Software Engineer,Careers page,60,1,0,0,0,0
C1914,R2,Data Analyst,LinkedIn,82,1,1,0,0,0
C1915,R2,Data Analyst,Careers page,59,1,1,1,0,0
C1916,R1,Software Engineer,Careers page,37,1,0,0,0,0
C1917,R1,Data Analyst,Job board,36,1,0,0,0,0
C1918,R3,Data Analyst,Careers page,53,1,1,0,0,0
C1919,R5,Software Engineer,Job board,71,1,1,1,0,0
C1920,R1,HR Specialist,Careers page,69,1,1,0,0,0
C1921,R3,HR Specialist,Job board,36,1,0,0,0,0
C1922,R2,Software Engineer,Job board,61,1,0,0,0,0
C1923,R5,HR Specialist,Careers page,58,1,1,1,0,0
C1924,R2,Software Engineer,LinkedIn,85,1,1,0,0,0
C1925,R2,Data Analyst,LinkedIn,74,1,1,0,0,0
C1926,R4,Marketing Associate,LinkedIn,73,1,1,1,0,0
C1927,R2,Marketing Associate,Careers page,51,1,1,0,0,0
C1928,R1,Data Analyst,Job board,56,1,1,0,0,0
C1929,R2,Software Engineer,LinkedIn,78,1,1,1,0,0
C1930,R5,Data Analyst,Careers page,49,1,0,0,0,0
C1931,R2,Data Analyst,Careers page,47,1,1,0,0,0
C1932,R4,Data Analyst,Careers page,58,1,1,1,0,0
C1933,R1,Software Engineer,LinkedIn,66,1,0,0,0,0
C1934,R1,Data Analyst,LinkedIn,61,1,1,0,0,0
C1935,R1,Data Analyst,LinkedIn,53,1,1,0,0,0
C1936,R1,Software Engineer,LinkedIn,64,1,0,0,0,0
C1937,R2,HR Specialist,Job board,75,1,1,1,0,0
C1938,R3,Data Analyst,LinkedIn,66,1,1,1,0,0
C1939,R4,Marketing Associate,LinkedIn,62,1,0,0,0,0
C1940,R3,Software Engineer,LinkedIn,67,1,1,1,1,0
C1941,R2,HR Specialist,LinkedIn,52,1,0,0,0,0
C1942,R4,Data Analyst,LinkedIn,61,1,1,0,0,0
C1943,R1,Software Engineer,Job board,59,1,1,1,0,0
C1944,R3,Software Engineer,LinkedIn,64,1,1,0,0,0
C1945,R1,HR Specialist,LinkedIn,81,1,1,1,0,0
C1946,R5,Data Analyst,LinkedIn,66,1,1,0,0,0
C1947,R1,Data Analyst,Careers page,62,1,0,0,0,0
C1948,R3,Data Analyst,Job board,40,1,0,0,0,0
C1949,R5,Data Analyst,LinkedIn,43,1,1,0,0,0
C1950,R4,HR Specialist,Job board,48,1,1,1,0,0
C1951,R1,HR Specialist,LinkedIn,56,1,0,0,0,0
C1952,R3,Data Analyst,Job board,48,1,1,0,0,0
C1953,R1,Marketing Associate,Careers page,67,1,0,0,0,0
C1954,R4,Software Engineer,LinkedIn,72,1,1,1,1,0
C1955,R2,Data Analyst,LinkedIn,86,1,1,0,0,0
C1956,R2,Software Engineer,LinkedIn,57,1,1,0,0,0
C1957,R4,HR Specialist,LinkedIn,57,1,1,0,0,0
C1958,R3,HR Specialist,LinkedIn,68,1,1,0,0,0
C1959,R2,Data Analyst,Careers page,51,1,1,1,0,0
C1960,R1,Data Analyst,LinkedIn,86,1,1,0,0,0
C1961,R5,Data Analyst,LinkedIn,55,1,0,0,0,0
C1962,R4,HR Specialist,LinkedIn,79,1,1,1,0,0
C1963,R1,Data Analyst,LinkedIn,70,1,1,0,0,0
C1964,R1,Data Analyst,LinkedIn,61,1,1,0,0,0
C1965,R4,Marketing Associate,LinkedIn,78,1,1,1,0,0
C1966,R4,Software Engineer,LinkedIn,79,1,1,0,0,0
C1967,R4,Software Engineer,Job board,43,1,1,1,0,0
C1968,R1,HR Specialist,LinkedIn,66,1,1,0,0,0
C1969,R5,Software Engineer,LinkedIn,76,1,0,0,0,0
C1970,R2,Software Engineer,LinkedIn,82,1,1,1,1,0
C1971,R1,Software Engineer,Job board,60,1,0,0,0,0
C1972,R5,Software Engineer,LinkedIn,72,1,1,0,0,0
C1973,R2,Data Analyst,LinkedIn,67,1,0,0,0,0
C1974,R2,HR Specialist,LinkedIn,78,1,0,0,0,0
C1975,R3,Software Engineer,LinkedIn,85,1,1,0,0,0
C1976,R3,HR Specialist,Job board,58,1,1,1,0,0
C1977,R1,HR Specialist,Careers page,51,1,0,0,0,0
C1978,R4,Data Analyst,Careers page,61,1,1,0,0,0
C1979,R5,Data Analyst,Job board,56,1,1,0,0,0
C1980,R1,Data Analyst,Job board,57,1,0,0,0,0
C1981,R3,Data Analyst,LinkedIn,66,1,1,0,0,0
C1982,R2,Data Analyst,Careers page,67,1,1,0,0,0
C1983,R1,HR Specialist,LinkedIn,59,1,0,0,0,0
C1984,R1,Marketing Associate,LinkedIn,65,1,1,1,0,0
C1985,R3,HR Specialist,Job board,67,1,0,0,0,0
C1986,R1,Data Analyst,LinkedIn,79,1,1,1,0,0
C1987,R4,Data Analyst,Careers page,64,1,1,1,1,0
C1988,R2,HR Specialist,Careers page,66,1,1,1,0,0
C1989,R2,Data Analyst,LinkedIn,83,1,1,1,0,0
C1990,R4,HR Specialist,LinkedIn,62,1,1,0,0,0
C1991,R2,Data Analyst,LinkedIn,78,1,0,0,0,0
C1992,R1,Data Analyst,LinkedIn,65,1,1,0,0,0
C1993,R5,HR Specialist,LinkedIn,70,1,1,0,0,0
C1994,R1,Data Analyst,Job board,38,1,0,0,0,0
C1995,R1,Data Analyst,LinkedIn,68,1,1,1,1,1
C1996,R5,Data Analyst,LinkedIn,91,1,1,0,0,0
C1997,R4,Software Engineer,LinkedIn,60,1,1,0,0,0
C1998,R3,HR Specialist,LinkedIn,43,1,0,0,0,0
C1999,R4,Data Analyst,Careers page,63,1,1,0,0,0
C2000,R4,HR Specialist,Job board,49,1,1,1,0,0
C2001,R1,Data Analyst,Careers page,53,1,1,1,1,1
C2002,R1,HR Specialist,Job board,46,1,1,1,0,0
C2003,R1,HR Specialist,LinkedIn,65,1,1,0,0,0
C2004,R2,HR Specialist,Careers page,58,1,1,1,0,0
C2005,R2,Data Analyst,LinkedIn,87,1,1,1,1,0
C2006,R2,Data Analyst,Careers page,65,1,1,0,0,0
C2007,R4,Data Analyst,LinkedIn,57,1,1,0,0,0
C2008,R1,Data Analyst,LinkedIn,73,1,1,1,0,0
C2009,R1,Software Engineer,Job board,58,1,1,0,0,0
C2010,R1,Software Engineer,Job board,52,1,0,0,0,0
C2011,R5,Software Engineer,LinkedIn,63,1,1,1,0,0
C2012,R4,Data Analyst,Careers page,50,1,1,1,1,1
C2013,R2,Data Analyst,Careers page,70,1,1,1,1,1
C2014,R2,HR Specialist,Careers page,55,1,0,0,0,0
C2015,R5,Data Analyst,LinkedIn,63,1,1,1,0,0
C2016,R1,Data Analyst,LinkedIn,80,1,1,0,0,0
C2017,R3,Data Analyst,LinkedIn,56,1,1,0,0,0
C2018,R4,Data Analyst,Careers page,54,1,1,0,0,0
C2019,R4,HR Specialist,Careers page,57,1,1,0,0,0
C2020,R1,HR Specialist,Careers page,59,1,0,0,0,0
C2021,R5,HR Specialist,LinkedIn,78,1,1,0,0,0
C2022,R4,Software Engineer,Job board,38,1,0,0,0,0
C2023,R5,Data Analyst,LinkedIn,67,1,0,0,0,0
C2024,R1,Software Engineer,LinkedIn,53,1,1,0,0,0
C2025,R1,Data Analyst,LinkedIn,59,1,1,1,0,0
C2026,R4,Data Analyst,Careers page,64,1,1,0,0,0
C2027,R3,Data Analyst,Job board,57,1,1,1,0,0
C2028,R2,Software Engineer,Job board,53,1,1,1,1,1
C2029,R4,HR Specialist,LinkedIn,54,1,1,0,0,0
C2030,R3,HR Specialist,Job board,39,1,0,0,0,0
C2031,R2,Software Engineer,Job board,62,1,1,0,0,0
C2032,R2,Software Engineer,LinkedIn,52,1,0,0,0,0
C2033,R2,HR Specialist,Job board,44,1,1,0,0,0
C2034,R1,Marketing Associate,Job board,68,1,0,0,0,0
C2035,R1,Data Analyst,Job board,61,1,1,0,0,0
C2036,R3,HR Specialist,Job board,53,1,0,0,0,0
C2037,R2,Data Analyst,LinkedIn,68,1,1,0,0,0
C2038,R5,Data Analyst,Job board,62,1,0,0,0,0
C2039,R5,Software Engineer,Job board,70,1,1,0,0,0
C2040,R3,Software Engineer,Careers page,53,1,1,0,0,0
C2041,R4,HR Specialist,LinkedIn,72,1,1,1,1,0
C2042,R1,Data Analyst,LinkedIn,71,1,1,0,0,0
C2043,R4,HR Specialist,Job board,58,1,0,0,0,0
C2044,R3,Data Analyst,LinkedIn,64,1,0,0,0,0
C2045,R5,Software Engineer,LinkedIn,79,1,1,0,0,0
C2046,R5,HR Specialist,Job board,51,1,1,1,0,0
C2047,R3,Data Analyst,Careers page,69,1,1,0,0,0
C2048,R1,HR Specialist,LinkedIn,60,1,1,1,0,0
C2049,R1,Software Engineer,LinkedIn,83,1,1,0,0,0
C2050,R2,Data Analyst,Job board,30,1,0,0,0,0
C2051,R2,Data Analyst,LinkedIn,60,1,1,0,0,0
C2052,R1,Software Engineer,Job board,52,1,1,0,0,0
C2053,R5,Data Analyst,Job board,57,1,1,1,0,0
C2054,R1,Data Analyst,LinkedIn,59,1,1,1,1,1
C2055,R5,HR Specialist,LinkedIn,75,1,1,1,0,0
C2056,R1,Data Analyst,LinkedIn,79,1,1,0,0,0
C2057,R3,HR Specialist,LinkedIn,65,1,1,0,0,0
C2058,R3,HR Specialist,LinkedIn,88,1,1,1,0,0
C2059,R3,HR Specialist,Job board,57,1,1,0,0,0
C2060,R3,Data Analyst,LinkedIn,90,1,1,0,0,0
C2061,R1,Data Analyst,Careers page,68,1,1,0,0,0
C2062,R5,HR Specialist,LinkedIn,76,1,1,1,0,0
C2063,R2,Data Analyst,LinkedIn,65,1,1,0,0,0
C2064,R5,Data Analyst,Job board,54,1,0,0,0,0
C2065,R1,Data Analyst,Careers page,60,1,0,0,0,0
C2066,R1,Software Engineer,LinkedIn,29,1,0,0,0,0
C2067,R4,Data Analyst,LinkedIn,51,1,1,1,0,0
C2068,R4,Marketing Associate,Careers page,38,1,0,0,0,0
C2069,R5,HR Specialist,Careers page,52,1,1,1,0,0
C2070,R5,Software Engineer,LinkedIn,59,1,0,0,0,0
C2071,R1,HR Specialist,LinkedIn,95,1,1,1,1,1
C2072,R5,Marketing Associate,LinkedIn,85,1,0,0,0,0
C2073,R2,Software Engineer,LinkedIn,95,1,1,0,0,0
C2074,R4,Data Analyst,Job board,48,1,1,1,1,1
C2075,R3,HR Specialist,Job board,45,1,1,0,0,0
C2076,R3,Marketing Associate,Job board,55,1,0,0,0,0
C2077,R2,Software Engineer,LinkedIn,45,1,1,0,0,0
C2078,R4,HR Specialist,Job board,64,1,0,0,0,0
C2079,R5,Software Engineer,Job board,71,1,1,1,1,0
C2080,R1,Data Analyst,LinkedIn,74,1,1,0,0,0
C2081,R1,Data Analyst,Job board,57,1,1,1,0,0
C2082,R3,Data Analyst,LinkedIn,81,1,1,1,1,0
C2083,R3,HR Specialist,Careers page,73,1,0,0,0,0
C2084,R1,Marketing Associate,Careers page,58,1,1,0,0,0
C2085,R2,Marketing Associate,LinkedIn,81,1,1,0,0,0
C2086,R3,HR Specialist,LinkedIn,84,1,1,0,0,0
C2087,R4,Data Analyst,LinkedIn,51,1,1,0,0,0
C2088,R5,HR Specialist,LinkedIn,70,1,1,1,0,0
C2089,R3,HR Specialist,Job board,64,1,1,1,1,1
C2090,R4,Software Engineer,LinkedIn,74,1,1,0,0,0
C2091,R1,HR Specialist,Careers page,81,1,1,0,0,0
C2092,R4,Data Analyst,LinkedIn,70,1,1,0,0,0
C2093,R1,Software Engineer,Careers page,43,1,1,0,0,0
C2094,R1,Software Engineer,Job board,58,1,0,0,0,0
C2095,R4,Data Analyst,Careers page,54,1,1,0,0,0
C2096,R3,Data Analyst,Job board,49,1,1,0,0,0
C2097,R5,Data Analyst,Careers page,69,1,1,1,0,0
C2098,R4,Data Analyst,Careers page,73,1,0,0,0,0
C2099,R2,HR Specialist,LinkedIn,86,1,1,0,0,0
C2100,R1,HR Specialist,LinkedIn,80,1,1,1,1,1
C2101,R2,HR Specialist,Careers page,69,1,1,0,0,0
C2102,R4,Software Engineer,Job board,58,1,0,0,0,0
C2103,R4,HR Specialist,Job board,57,1,0,0,0,0
C2104,R5,Data Analyst,Job board,48,1,1,0,0,0
C2105,R3,HR Specialist,LinkedIn,88,1,1,1,0,0
C2106,R3,Data Analyst,LinkedIn,63,1,1,0,0,0
C2107,R1,HR Specialist,LinkedIn,82,1,1,1,1,1
C2108,R1,Software Engineer,LinkedIn,80,1,1,1,0,0
C2109,R5,Data Analyst,LinkedIn,64,1,1,1,0,0
C2110,R5,Data Analyst,Job board,45,1,1,0,0,0
C2111,R3,Software Engineer,LinkedIn,55,1,1,0,0,0
C2112,R4,Data Analyst,LinkedIn,66,1,1,1,0,0
C2113,R1,Marketing Associate,Job board,71,1,1,0,0,0
C2114,R2,Software Engineer,Job board,54,1,0,0,0,0
C2115,R2,Marketing Associate,LinkedIn,67,1,1,1,0,0
C2116,R1,Software Engineer,LinkedIn,71,1,1,1,0,0
C2117,R3,Data Analyst,LinkedIn,59,1,1,0,0,0
C2118,R1,Data Analyst,LinkedIn,69,1,1,1,0,0
C2119,R3,Data Analyst,Job board,46,1,0,0,0,0
C2120,R5,Software Engineer,LinkedIn,71,1,1,0,0,0
C2121,R5,HR Specialist,LinkedIn,62,1,1,0,0,0
C2122,R3,Data Analyst,LinkedIn,78,1,1,1,0,0
C2123,R4,Software Engineer,LinkedIn,64,1,1,0,0,0
C2124,R1,Software Engineer,LinkedIn,70,1,1,0,0,0
C2125,R5,Software Engineer,Careers page,57,1,1,1,0,0
C2126,R1,HR Specialist,LinkedIn,78,1,1,1,0,0
C2127,R5,Data Analyst,LinkedIn,83,1,1,1,0,0
C2128,R2,Software Engineer,Job board,30,1,0,0,0,0
C2129,R4,Data Analyst,Job board,37,1,0,0,0,0
C2130,R5,Software Engineer,LinkedIn,74,1,1,1,0,0
C2131,R1,HR Specialist,Job board,69,1,1,0,0,0
C2132,R4,HR Specialist,LinkedIn,77,1,1,1,1,0
C2133,R1,Software Engineer,LinkedIn,70,1,0,0,0,0
C2134,R1,Data Analyst,Careers page,71,1,1,0,0,0
C2135,R3,Software Engineer,Careers page,64,1,0,0,0,0
C2136,R2,Software Engineer,Careers page,89,1,1,1,1,0
C2137,R2,Software Engineer,Careers page,44,1,0,0,0,0
C2138,R3,HR Specialist,LinkedIn,67,1,1,0,0,0
C2139,R5,Data Analyst,Careers page,66,1,1,1,0,0
C2140,R2,Software Engineer,LinkedIn,75,1,1,1,1,1
C2141,R3,Data Analyst,LinkedIn,76,1,1,0,0,0
C2142,R1,Data Analyst,Job board,73,1,1,1,0,0
C2143,R4,Data Analyst,LinkedIn,62,1,0,0,0,0
C2144,R1,HR Specialist,Job board,61,1,0,0,0,0
C2145,R1,HR Specialist,Job board,48,1,1,1,1,0
C2146,R1,Data Analyst,Job board,29,1,0,0,0,0
C2147,R4,Software Engineer,Job board,39,1,0,0,0,0
C2148,R4,Software Engineer,Careers page,67,1,1,0,0,0
C2149,R2,HR Specialist,Careers page,67,1,0,0,0,0
C2150,R3,Marketing Associate,LinkedIn,71,1,1,1,0,0
C2151,R4,Data Analyst,Careers page,71,1,0,0,0,0
C2152,R5,Data Analyst,Job board,49,1,0,0,0,0
C2153,R3,Marketing Associate,LinkedIn,73,1,1,1,1,1
C2154,R1,Software Engineer,LinkedIn,65,1,0,0,0,0
C2155,R4,Data Analyst,LinkedIn,52,1,1,1,0,0
C2156,R4,HR Specialist,LinkedIn,84,1,1,0,0,0
C2157,R2,Marketing Associate,Job board,66,1,0,0,0,0
C2158,R5,Data Analyst,LinkedIn,72,1,1,1,1,0
C2159,R1,Software Engineer,Careers page,55,1,1,0,0,0
C2160,R4,HR Specialist,LinkedIn,60,1,0,0,0,0
C2161,R5,Software Engineer,LinkedIn,62,1,1,0,0,0
C2162,R1,Software Engineer,LinkedIn,69,1,1,1,1,1
C2163,R2,HR Specialist,LinkedIn,54,1,1,0,0,0
C2164,R3,Data Analyst,Careers page,65,1,1,0,0,0
C2165,R2,HR Specialist,Careers page,60,1,1,0,0,0
C2166,R5,HR Specialist,LinkedIn,72,1,1,1,0,0
C2167,R1,Data Analyst,Careers page,52,1,1,0,0,0
C2168,R5,Software Engineer,LinkedIn,81,1,1,0,0,0
C2169,R3,Data Analyst,Job board,50,1,0,0,0,0
C2170,R4,HR Specialist,LinkedIn,63,1,1,1,0,0
C2171,R1,HR Specialist,LinkedIn,87,1,1,0,0,0
C2172,R4,HR Specialist,LinkedIn,85,1,1,1,1,1
C2173,R1,HR Specialist,LinkedIn,69,1,1,0,0,0
C2174,R4,Data Analyst,LinkedIn,67,1,1,0,0,0
C2175,R5,HR Specialist,Careers page,55,1,0,0,0,0
C2176,R1,Data Analyst,Job board,50,1,1,1,0,0
C2177,R4,HR Specialist,Careers page,24,1,1,0,0,0
C2178,R5,HR Specialist,LinkedIn,72,1,1,0,0,0
C2179,R1,HR Specialist,LinkedIn,56,1,1,0,0,0
C2180,R3,Data Analyst,LinkedIn,70,1,0,0,0,0
C2181,R5,Data Analyst,LinkedIn,68,1,1,0,0,0
C2182,R3,Data Analyst,LinkedIn,44,1,1,1,1,1
C2183,R1,Data Analyst,Job board,61,1,1,1,0,0
C2184,R2,Software Engineer,Careers page,50,1,1,0,0,0
C2185,R3,Data Analyst,Job board,75,1,0,0,0,0
C2186,R1,Marketing Associate,LinkedIn,70,1,1,0,0,0
C2187,R5,Software Engineer,LinkedIn,94,1,1,1,0,0
C2188,R3,Software Engineer,LinkedIn,61,1,1,1,0,0
C2189,R4,HR Specialist,Job board,73,1,1,1,0,0
C2190,R3,Data Analyst,Careers page,56,1,0,0,0,0
